Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000787,memory B cell,CD40LG,cytokine,Negative,1,135.1
CL_0000501,granulosa cell,TGFA,cytokine,Positive,1,29.43
CL_0000540,neuron,CCL5,cytokine,Negative,1,22
CL_0000236,B cell,IL24,cytokine,Unknown,1,18.27
CL_0000138,chondrocyte,IL18,cytokine,Unknown,1,3.58
CL_0000576,monocyte,CCL4,cytokine,Unknown,1,1.99
CL_0000746,cardiac muscle cell,CCL5,cytokine,Positive,1,10.78
CL_0000743,hypertrophic chondrocyte,TNFSF11,cytokine,Negative,1,33260.71
CL_0000775,neutrophil,IL1A,cytokine,Unknown,1,0.76
CL_0000911,effector T cell,CD40LG,cytokine,Positive,1,2.46
CL_0000188,skeletal muscle cell,TGFB1,cytokine,Positive,1,9.15
CL_0000057,fibroblast,IL22,cytokine,Negative,1,5.01
CL_0000763,myeloid cell,CSF1,cytokine,Positive,1,1.39
CL_0001042,T-helper 22 cell,IL22,cytokine,Unknown,1,150.26
CL_0000453,Langerhans cell,IL10,cytokine,Positive,1,1.83
CL_0000092,osteoclast,IFNB1,cytokine,Negative,1,7.89
CL_0000624,"CD4-positive, alpha-beta T cell",TNFSF4,cytokine,Unknown,1,9.01
CL_0000453,Langerhans cell,IL1B,cytokine,Unknown,1,12.23
CL_0002619,adult endothelial progenitor cell,CD40LG,cytokine,Unknown,1,8.72
CL_0002139,endothelial cell of vascular tree,IFNG,cytokine,Unknown,1,1.17
CL_0000556,megakaryocyte,IL1B,cytokine,Unknown,1,2.36
CL_0000094,granulocyte,CXCL12,cytokine,Negative,1,10.6
CL_0000129,microglial cell,IFNB1,cytokine,Unknown,1,4.1
CL_0000182,hepatocyte,IL13,cytokine,Negative,1,6.75
CL_0002368,respiratory epithelial cell,IFNB1,cytokine,Positive,1,6.35
CL_0000546,T-helper 2 cell,CSF2,cytokine,Positive,1,0.25
CL_0002092,bone marrow cell,IL12,cytokine,Positive,1,0.95
CL_0000182,hepatocyte,IL13,cytokine,Positive,1,0.85
CL_0000451,dendritic cell,IL17,cytokine,Negative,1,4.23
CL_0000057,fibroblast,CXCL12,cytokine,Positive,1,0.21
CL_0000048,multi fate stem cell,IL6,cytokine,Positive,1,12.24
CL_0000546,T-helper 2 cell,CXCL2,cell,Positive,1,6.01
CL_0000359,vascular associated smooth muscle cell,TGFB1,cytokine,Unknown,1,5.83
CL_0000653,glomerular visceral epithelial cell,CSF2,cell,Positive,1,3.28
CL_0000625,"CD8-positive, alpha-beta T cell",IFNB1,cytokine,Positive,1,0.34
CL_0000767,basophil,IL4,cytokine,Positive,1,0.4
CL_0000235,macrophage,FGF1,cytokine,Positive,1,0.47
CL_0000136,fat cell,EGF,cytokine,Unknown,1,17.93
CL_0000128,oligodendrocyte,LIF,cytokine,Unknown,1,82.74
CL_0000034,stem cell,CCL4L2,cell,Positive,1,71.57
CL_0000312,keratinocyte,HGF,cytokine,Positive,1,1.16
CL_0000586,germ cell,CXCL12,cytokine,Positive,1,13.59
CL_0000351,trophoblast cell,IL6,cytokine,Positive,1,1.96
CL_0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",IL10,cell,Positive,1,72.86
CL_0000669,pericyte cell,PDGF,cytokine,Positive,1,34.35
CL_0000771,eosinophil,IFNL2,cytokine,Negative,1,190.22
CL_0002334,preadipocyte,IL1B,cytokine,Negative,1,22.81
CL_0000771,eosinophil,IL1,cytokine,Unknown,1,0.34
CL_0000682,M cell,IL1RN,cytokine,Unknown,1,798.28
CL_0002334,preadipocyte,IL4,cytokine,Negative,1,14.32
CL_0000232,erythrocyte,CSF1,cytokine,Negative,1,17.82
CL_0000576,monocyte,HGF,cytokine,Unknown,1,0.97
CL_0000746,cardiac muscle cell,IL5,cytokine,Positive,1,1.43
CL_0000775,neutrophil,IL5,cytokine,Negative,1,0.73
CL_0002322,embryonic stem cell,CXCL8,cytokine,Positive,1,1.41
CL_0000192,smooth muscle cell,IL6,cytokine,Negative,1,3.65
CL_0000763,myeloid cell,IL6,cytokine,Negative,1,3.03
CL_0000942,thymic plasmacytoid dendritic cell,IFNA,cell,Positive,1,129.97
CL_0000092,osteoclast,IL33,cytokine,Unknown,1,3.89
CL_0000557,granulocyte monocyte progenitor cell,IL1,cytokine,Unknown,1,3.71
CL_0000903,natural T-regulatory cell,IL10,cytokine,Unknown,1,43.2
CL_0001031,cerebellar granule cell,TNF,cytokine,Positive,1,26.72
CL_0000236,B cell,IL12B,cytokine,Negative,1,11.45
CL_0000775,neutrophil,IFNB1,cytokine,Unknown,1,1.29
CL_1000488,cholangiocyte,CXCL16,cell,Positive,1,470.03
CL_0002328,bronchial epithelial cell,IL13,cytokine,Unknown,1,22.31
CL_0002148,dental pulp cell,TGFB1,cytokine,Unknown,1,51.26
CL_0002586,retinal pigment epithelial cell,IFNG,cytokine,Positive,1,6.23
CL_0000187,muscle cell,PDGF,cytokine,Positive,1,17.17
CL_0000624,"CD4-positive, alpha-beta T cell",IL33,cytokine,Positive,1,0.33
CL_1000497,kidney cell,TGFB1,cytokine,Positive,1,7.32
CL_0000814,mature NK T cell,IL15,cytokine,Positive,1,5.2
CL_1000413,endothelial cell of artery,CXCL12,cytokine,Unknown,1,856.25
CL_1001567,lung endothelial cell,IL17,cytokine,Positive,1,52.14
CL_0000784,plasmacytoid dendritic cell,IL1,cytokine,Unknown,1,2.24
CL_0000236,B cell,CCL11,cell,Positive,1,0.45
CL_0000066,epithelial cell,CCL20,cytokine,Positive,1,6.19
CL_0000084,T cell,IL1RN,cytokine,Positive,1,0.12
CL_0000081,blood cell,IL2,cell,Positive,1,2.84
CL_0000182,hepatocyte,CSF2,cytokine,Negative,1,1.51
CL_0000047,neuronal stem cell,KITLG,cytokine,Unknown,1,145.55
CL_0000815,regulatory T cell,IL2,cytokine,Negative,1,2.29
CL_0000899,T-helper 17 cell,IL21,cytokine,Negative,1,11.42
CL_0000624,"CD4-positive, alpha-beta T cell",IFNA1,cytokine,Unknown,1,121.64
CL_0000115,endothelial cell,IL10,cytokine,Unknown,1,0.2
CL_0002629,mature microglial cell,CCL2,cytokine,Unknown,1,11.69
CL_0000034,stem cell,IL13,cytokine,Positive,1,1.27
CL_0000898,naive T cell,IL10,cytokine,Negative,1,6.15
CL_0000127,astrocyte,CXCL1,cytokine,Negative,1,39.08
CL_0000084,T cell,IFN1,cytokine,Negative,1,0.87
CL_0000625,"CD8-positive, alpha-beta T cell",CCL2,cytokine,Unknown,1,0.31
CL_0000127,astrocyte,CXCL1,cytokine,Positive,1,4.9
CL_0000771,eosinophil,IL23,cytokine,Positive,1,1.12
CL_0000820,B-1a B cell,CD40LG,cytokine,Positive,1,28.24
CL_0000990,conventional dendritic cell,IL21,cytokine,Negative,1,201.99
CL_0000145,professional antigen presenting cell,CCL2,cytokine,Unknown,1,5.85
CL_0000038,erythroid progenitor cell,CSF1,cytokine,Positive,1,1.74
CL_0000576,monocyte,IL16,cytokine,Positive,1,0.88
CL_0002089,nuocyte,IL33,cytokine,Unknown,1,1445.94
CL_0000097,mast cell,IFNL1,cytokine,Positive,1,56.88
CL_0000492,CD4-positive helper T cell,IL4,cytokine,Unknown,1,20.74
CL_0002563,intestinal epithelial cell,IL6,cytokine,Unknown,1,2.81
CL_0000060,odontoblast,TGFB,cytokine,Unknown,1,11.16
CL_0000115,endothelial cell,CCL4,cytokine,Positive,1,1.37
CL_0000097,mast cell,IL12,cytokine,Negative,1,2.12
CL_0000843,follicular B cell,TNFSF13B,cytokine,Unknown,1,2221.29
CL_0000137,osteocyte,TGFB1,cytokine,Positive,1,4.58
CL_0000583,alveolar macrophage,IL17A,cytokine,Negative,1,27.75
CL_0000771,eosinophil,CCL5,cytokine,Positive,1,1.49
CL_0000787,memory B cell,IL12B,cell,Positive,1,323.15
CL_0002248,pluripotent stem cell,IL6,cytokine,Unknown,1,57.12
CL_0000545,T-helper 1 cell,CCL2,cytokine,Positive,1,0.2
CL_0000236,B cell,IL3,cytokine,Unknown,1,0.78
CL_0000542,lymphocyte,IL6,cytokine,Negative,1,0.34
CL_0000082,epithelial cell of lung,IL1B,cytokine,Negative,1,16.73
CL_0000746,cardiac muscle cell,CXCL2,cytokine,Positive,1,10.78
CL_0000902,induced T-regulatory cell,CCL22,cell,Positive,1,134.36
CL_0002620,skin fibroblast,FGF2,cytokine,Negative,1,56.26
CL_0000057,fibroblast,IL4,cytokine,Negative,1,0.41
CL_0001042,T-helper 22 cell,TGFB,cytokine,Positive,1,3.19
CL_0000556,megakaryocyte,IL4,cytokine,Negative,1,3.38
CL_0000094,granulocyte,EPO,cytokine,Negative,1,11.2
CL_0000625,"CD8-positive, alpha-beta T cell",TGFB2,cytokine,Negative,1,11.68
CL_0000542,lymphocyte,CXCL8,cytokine,Unknown,1,0.25
CL_0000066,epithelial cell,IL10,cytokine,Positive,1,0.11
CL_0000775,neutrophil,CXCL14,cytokine,Positive,1,4.4
CL_0000182,hepatocyte,IL17,cytokine,Negative,1,2.76
CL_0000451,dendritic cell,IL2,cytokine,Positive,1,0.09
CL_0000647,multinucleated giant cell,IFNG,cytokine,Positive,1,1.87
CL_0000062,osteoblast,IL3,cytokine,Negative,1,17.92
CL_0000096,mature neutrophil,CXCL5,cytokine,Positive,1,51.49
CL_0000499,stromal cell,CSF2,cytokine,Unknown,1,1.17
CL_0002543,vein endothelial cell,IL1B,cytokine,Positive,1,8.58
CL_0000786,plasma cell,IL10,cytokine,Positive,1,0.85
CL_0000653,glomerular visceral epithelial cell,HGF,cytokine,Positive,1,7.63
CL_0000738,leukocyte,TGFB1,cytokine,Negative,1,0.61
CL_0000771,eosinophil,TNFSF8,cytokine,Negative,1,126.81
CL_0000613,basophil progenitor cell,TGFB1,cytokine,Unknown,1,128.15
CL_0000037,hematopoietic stem cell,THPO,cytokine,Positive,1,3.46
CL_0000540,neuron,TGFB2,cytokine,Unknown,1,11.24
CL_0000910,cytotoxic T cell,IL12,cytokine,Unknown,1,3.14
CL_0000235,macrophage,GDF15,cytokine,Positive,1,0.38
CL_0000576,monocyte,LECT2,cytokine,Positive,1,3.77
CL_0000899,T-helper 17 cell,CXCL8,cytokine,Positive,1,0.36
CL_0000128,oligodendrocyte,TGFB,cytokine,Unknown,1,2.92
CL_0000136,fat cell,IL10,cytokine,Negative,1,1.5
CL_0002366,myometrial cell,TNF,cytokine,Positive,1,26.72
CL_0000669,pericyte cell,TGFB,cytokine,Positive,1,1.81
CL_1001607,articular chondrocyte,CXCL8,cytokine,Positive,1,3.47
CL_0002418,hemangioblast,FGF2,cytokine,Unknown,1,131.67
CL_0000067,ciliated epithelial cell,IL13,cytokine,Unknown,1,1338.6
CL_0000235,macrophage,CCL13,cytokine,Positive,1,6.85
CL_0000863,inflammatory macrophage,IL25,cytokine,Positive,1,59.91
CL_0002327,mammary epithelial cell,TGFB2,cytokine,Positive,1,46.84
CL_0000893,thymocyte,CSF1,cytokine,Positive,1,0.76
CL_0002322,embryonic stem cell,IFNG,cytokine,Positive,1,0.32
CL_0000738,leukocyte,CCL6,cytokine,Negative,1,39.7
CL_0002319,neural cell,FGF2,cytokine,Unknown,1,26.33
CL_0000084,T cell,TGFB2,cytokine,Negative,1,2.3
CL_1000488,cholangiocyte,TGFB1,cytokine,Negative,1,53.09
CL_0000066,epithelial cell,PPBP,cell,Positive,1,1.96
CL_0002328,bronchial epithelial cell,IL1B,cytokine,Positive,1,1.57
CL_0000700,dopaminergic neuron,FGF2,cytokine,Unknown,1,20.79
CL_0000235,macrophage,IL5,cytokine,Positive,1,0.06
CL_0000101,sensory neuron,IFNG,cytokine,Positive,1,1.87
CL_0000187,muscle cell,TGFB1,cytokine,Unknown,1,4.27
CL_0000091,Kupffer cell,CSF1,cell,Positive,1,3.72
CL_0000499,stromal cell,IL17,cytokine,Positive,1,0.61
CL_0000160,goblet cell,IL33,cytokine,Unknown,1,30.76
CL_0000625,"CD8-positive, alpha-beta T cell",IL27,cytokine,Negative,1,5.49
CL_0000542,lymphocyte,CCL2,cytokine,Negative,1,0.68
CL_0000784,plasmacytoid dendritic cell,TGFB1,cytokine,Positive,1,0.53
CL_0000236,B cell,CCL21,cytokine,Positive,1,1.69
CL_0000899,T-helper 17 cell,IL23,cytokine,Negative,1,35.73
CL_0001035,bone cell,TGFB,cytokine,Negative,1,36.02
CL_0000451,dendritic cell,CXCL10,cytokine,Unknown,1,7.07
CL_0002495,fetal cardiomyocyte,IL17A,cytokine,Positive,1,421.12
CL_0000113,mononuclear phagocyte,IL10,cytokine,Positive,1,0.87
CL_0000062,osteoblast,CCL20,cytokine,Positive,1,4.77
CL_0002629,mature microglial cell,IL33,cytokine,Positive,1,14.25
CL_0000034,stem cell,IL3,cytokine,Negative,1,8.96
CL_0000125,glial cell,IL17,cytokine,Unknown,1,8.29
CL_0000898,naive T cell,IL15,cytokine,Negative,1,29.82
CL_0002063,type II pneumocyte,IL17,cytokine,Positive,1,22.35
CL_0000625,"CD8-positive, alpha-beta T cell",CCL3,cytokine,Positive,1,0.77
CL_0000127,astrocyte,FGF1,cytokine,Unknown,1,18.04
CL_0000646,basal cell,IFNB1,cytokine,Negative,1,419.25
CL_0000037,hematopoietic stem cell,IL15,cytokine,Unknown,1,4.6
CL_0000145,professional antigen presenting cell,IFNG,cytokine,Negative,1,2.57
CL_0000127,astrocyte,IFNA,cytokine,Unknown,1,1.58
CL_0000037,hematopoietic stem cell,IL2,cytokine,Positive,1,0.15
CL_0000540,neuron,IL31,cytokine,Positive,1,12.61
CL_0000575,corneal epithelial cell,TNF,cytokine,Negative,1,53.27
CL_0000145,professional antigen presenting cell,IL10,cytokine,Positive,1,0.85
CL_0000576,monocyte,IL1A,cytokine,Unknown,1,0.72
CL_0002563,intestinal epithelial cell,TGFB1,cytokine,Positive,1,1.2
CL_0000588,odontoclast,IL4,cytokine,Negative,1,472.58
CL_0000476,thyrotroph,EGF,cytokine,Unknown,1,4715.97
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL15,cytokine,Positive,1,11.4
CL_0000115,endothelial cell,CKLF,cytokine,Unknown,1,174.96
CL_0000097,mast cell,IL17,cytokine,Positive,1,0.41
CL_0000056,myoblast,IFNB1,cytokine,Unknown,1,14.98
CL_0000738,leukocyte,IFN1,cytokine,Unknown,1,2.21
CL_0002064,pancreatic acinar cell,IFN1,cytokine,Unknown,1,699.86
CL_0000583,alveolar macrophage,IL4,cytokine,Unknown,1,1.71
CL_0000912,helper T cell,CSF2,cytokine,Unknown,1,3.4
CL_0000322,pneumocyte,CXCL12,cytokine,Positive,1,8.74
CL_0000545,T-helper 1 cell,CD40LG,cytokine,Unknown,1,1.2
CL_0000138,chondrocyte,IL32,cytokine,Unknown,1,38.2
CL_0000902,induced T-regulatory cell,IL17,cytokine,Negative,1,33.71
CL_0000763,myeloid cell,IFNG,cytokine,Unknown,1,0.51
CL_0002061,T-helper 9 cell,IL21,cytokine,Negative,1,125.04
CL_0000092,osteoclast,IL11,cytokine,Negative,1,29.8
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CCL22,cytokine,Negative,1,46.4
CL_0002224,lens epithelial cell,FGF2,cytokine,Positive,1,11.29
CL_0000623,natural killer cell,LTA,cytokine,Positive,1,1.25
CL_0000625,"CD8-positive, alpha-beta T cell",TNFSF15,cytokine,Unknown,1,11.28
CL_0000066,epithelial cell,IL15,cytokine,Negative,1,4.11
CL_0000129,microglial cell,IL12,cytokine,Unknown,1,1.14
CL_0000775,neutrophil,CXCL5,cytokine,Negative,1,12.99
CL_0000451,dendritic cell,IL3,cytokine,Unknown,1,4.01
CL_0000647,multinucleated giant cell,TGFA,cytokine,Unknown,1,329.61
CL_0000096,mature neutrophil,EPO,cytokine,Negative,1,32.7
CL_0000499,stromal cell,CXCL12,cytokine,Positive,1,0.96
CL_0000623,natural killer cell,EGF,cytokine,Positive,1,1.14
CL_0000448,white fat cell,TGFB,cytokine,Positive,1,27.1
CL_0000653,glomerular visceral epithelial cell,IL2,cytokine,Positive,1,0.35
CL_0000127,astrocyte,LIF,cytokine,Unknown,1,18.35
CL_0000065,ependymal cell,TGFB,cytokine,Unknown,1,47.42
CL_0000632,hepatic stellate cell,CCL3,cytokine,Positive,1,32.39
CL_0000910,cytotoxic T cell,IL17A,cell,Positive,1,5.45
CL_0002129,regular atrial cardiac myocyte,IL1B,cytokine,Positive,1,94.39
CL_0000128,oligodendrocyte,TNF,cytokine,Unknown,1,1.44
CL_0000586,germ cell,TNF,cytokine,Negative,1,11.84
CL_0002372,myotube,IL6,cytokine,Negative,1,24.4
CL_0000169,type B pancreatic cell,CXCL10,cytokine,Negative,1,75.42
CL_0000738,leukocyte,IL16,cytokine,Unknown,1,6.86
CL_0000669,pericyte cell,TNF,cytokine,Positive,1,1.78
CL_0000540,neuron,IFN1,cytokine,Unknown,1,4.23
CL_0000232,erythrocyte,IFN1,cytokine,Positive,1,7.5
CL_0000097,mast cell,CCL1,cell,Positive,1,27.98
CL_0000192,smooth muscle cell,SPP1,cytokine,Positive,1,6.35
CL_0000763,myeloid cell,TNFSF9,cytokine,Unknown,1,15.14
CL_0002322,embryonic stem cell,IL22,cytokine,Unknown,1,43.3
CL_0000890,alternatively activated macrophage,IL34,cytokine,Positive,1,132.72
CL_0000148,melanocyte,IFNB1,cell,Positive,1,7.76
CL_0000557,granulocyte monocyte progenitor cell,IL4,cytokine,Unknown,1,2.47
CL_0002319,neural cell,MIF,cytokine,Unknown,1,638.62
CL_0000233,platelet,PDGFA,cell,Positive,1,10.51
CL_0000236,B cell,IL17,cytokine,Unknown,1,0.36
CL_0000129,microglial cell,TGFB1,cytokine,Unknown,1,0.82
CL_0000138,chondrocyte,CXCL12,cytokine,Unknown,1,2.67
CL_0000066,epithelial cell,TGF,cytokine,Positive,1,4.49
CL_0000700,dopaminergic neuron,IL1A,cytokine,Unknown,1,79.87
CL_0000235,macrophage,IL7,cytokine,Negative,1,0.46
CL_0000101,sensory neuron,TNF,cytokine,Positive,1,2.67
CL_0000091,Kupffer cell,IL1,cell,Positive,1,1.85
CL_0000092,osteoclast,CCL9,cytokine,Negative,1,98.82
CL_0000814,mature NK T cell,TGFB,cytokine,Negative,1,9.4
CL_0002138,endothelial cell of lymphatic vessel,IFNG,cytokine,Positive,1,0.75
CL_0000160,goblet cell,IL9,cytokine,Positive,1,35.16
CL_0000623,natural killer cell,IL1B,cytokine,Negative,1,0.63
CL_0000625,"CD8-positive, alpha-beta T cell",IL33,cytokine,Unknown,1,1.33
CL_0000542,lymphocyte,CCL21,cytokine,Positive,1,2.26
CL_0000066,epithelial cell,CXCL12,cytokine,Positive,1,0.53
CL_0000899,T-helper 17 cell,IL25,cytokine,Unknown,1,30.99
CL_0002092,bone marrow cell,CCL4,cytokine,Positive,1,11.11
CL_0000451,dendritic cell,HGF,cytokine,Positive,1,1.99
CL_0000113,mononuclear phagocyte,TNF,cytokine,Unknown,1,1.64
CL_0000062,osteoblast,CSF3,cytokine,Negative,1,2.53
CL_0000115,endothelial cell,IL18,cytokine,Positive,1,0.37
CL_0002629,mature microglial cell,TNF,cytokine,Unknown,1,3.22
CL_0000125,glial cell,IL18,cytokine,Unknown,1,17.4
CL_0000898,naive T cell,IL27,cytokine,Unknown,1,40.94
CL_0000359,vascular associated smooth muscle cell,CCL2,cytokine,Unknown,1,7.71
CL_0000738,leukocyte,IL4,cytokine,Negative,1,0.5
CL_0000581,peritoneal macrophage,IL4,cytokine,Negative,1,2.86
CL_0000057,fibroblast,CCL4,cytokine,Unknown,1,3.62
CL_0000100,motor neuron,CSF3,cytokine,Unknown,1,31.77
CL_0000312,keratinocyte,IL36RN,cell,Positive,1,255.45
CL_0000062,osteoblast,CXCL12,cytokine,Positive,1,0.81
CL_0000125,glial cell,IL32,cytokine,Positive,1,53.09
CL_0000359,vascular associated smooth muscle cell,IFNG,cytokine,Positive,1,0.42
CL_0000581,peritoneal macrophage,TGFB,cytokine,Positive,1,0.33
CL_0000084,T cell,IFNL2,cytokine,Positive,1,3.96
CL_0000134,mesenchymal cell,IL1A,cytokine,Positive,1,2.25
CL_0002364,cortical thymic epithelial cell,IL7,cytokine,Unknown,1,650.82
CL_0000145,professional antigen presenting cell,IL17F,cytokine,Unknown,1,330.32
CL_0000128,oligodendrocyte,EPO,cytokine,Positive,1,3.98
CL_0000901,Tr1 cell,IL27,cytokine,Unknown,1,93.57
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL7,cytokine,Unknown,1,30.99
CL_0000617,GABAergic neuron,TNF,cytokine,Negative,1,213.08
CL_0000056,myoblast,IL1B,cytokine,Negative,1,26.26
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",TGF,cytokine,Unknown,1,12.61
CL_0002079,pancreatic ductal cell,IL6,cytokine,Positive,1,48.96
CL_0000771,eosinophil,CSF3,cytokine,Unknown,1,0.36
CL_0000813,memory T cell,IL12B,cytokine,Unknown,1,178.22
CL_0000084,T cell,CCL5,cytokine,Positive,1,0.25
CL_0000322,pneumocyte,IL1RN,cytokine,Negative,1,194.89
CL_0000545,T-helper 1 cell,CXCL10,cytokine,Unknown,1,4.2
CL_0000138,chondrocyte,IL7,cell,Positive,1,1.71
CL_0000082,epithelial cell of lung,TNF,cytokine,Unknown,1,2.08
CL_0000902,induced T-regulatory cell,IL4,cytokine,Negative,1,12.77
CL_0000775,neutrophil,IL22,cytokine,Unknown,1,1.28
CL_0000763,myeloid cell,IL10,cytokine,Negative,1,3.05
CL_0002061,T-helper 9 cell,TNFSF15,cytokine,Positive,1,166.84
CL_0000092,osteoclast,IL17,cytokine,Positive,1,0.42
CL_0002521,subcutaneous fat cell,TGFB,cytokine,Positive,1,18.07
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CCL5,cytokine,Negative,1,18.85
CL_0002619,adult endothelial progenitor cell,FGF1,cytokine,Positive,1,44.42
CL_0000584,enterocyte,CSF3,cytokine,Unknown,1,8.55
CL_0000094,granulocyte,IL6,cytokine,Negative,1,2.12
CL_0000233,platelet,IL10,cytokine,Negative,1,0.48
CL_0000236,B cell,IFNL3,cytokine,Negative,1,38.17
CL_0000066,epithelial cell,IL17A,cytokine,Positive,1,0.91
CL_0000129,microglial cell,IL17,cell,Positive,1,0.74
CL_0002092,bone marrow cell,TGFB,cytokine,Positive,1,0.5
CL_0000182,hepatocyte,IL1RN,cytokine,Unknown,1,5.3
CL_0000451,dendritic cell,IL4,cytokine,Unknown,1,0.7
CL_0000187,muscle cell,GDF15,cytokine,Unknown,1,70.96
CL_0002363,keratocyte,IFNG,cytokine,Negative,1,6.48
CL_0000062,osteoblast,PDGF,cytokine,Positive,1,3.42
CL_0000115,endothelial cell,PF4V1,cytokine,Positive,1,50
CL_0000096,mature neutrophil,IL17A,cytokine,Negative,1,53.3
CL_0000786,plasma cell,TNF,cell,Positive,1,0.68
CL_0000653,glomerular visceral epithelial cell,TGFB,cytokine,Negative,1,5.61
CL_0000178,Leydig cell,CCL17,cytokine,Positive,1,1042.77
CL_0000127,astrocyte,PDGFB,cytokine,Positive,1,13.59
CL_0000362,epidermal cell,IFNG,cytokine,Unknown,1,2.84
CL_0000077,mesothelial cell,CCL2,cytokine,Positive,1,4.4
CL_1001319,bladder cell,IFNG,cytokine,Negative,1,7.45
CL_0000632,hepatic stellate cell,KITLG,cell,Positive,1,122.75
CL_0002609,neuron of cerebral cortex,FGF2,cytokine,Positive,1,16.13
CL_0000969,regulatory B cell,IL10,cytokine,Positive,1,1.45
CL_0000023,oocyte,CCL6,cytokine,Unknown,1,159.32
CL_0000136,fat cell,IL34,cytokine,Negative,1,177.05
CL_0000844,germinal center B cell,IL27,cytokine,Positive,1,62.39
CL_0002372,myotube,TNF,cytokine,Unknown,1,5.84
CL_0000169,type B pancreatic cell,IFNA,cytokine,Positive,1,2.1
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",IL7,cytokine,Positive,1,5.31
CL_0000581,peritoneal macrophage,CCL2,cytokine,Unknown,1,2.06
CL_1001607,articular chondrocyte,TGFA,cytokine,Positive,1,39.24
CL_0000084,T cell,CXCL14,cytokine,Unknown,1,5.55
CL_0000771,eosinophil,IL16,cytokine,Positive,1,2.03
CL_0000860,classical monocyte,IL1RN,cytokine,Negative,1,389.77
CL_0000817,precursor B cell,IL1B,cytokine,Positive,1,2.36
CL_0000232,erythrocyte,IL13,cytokine,Unknown,1,16.73
CL_0000775,neutrophil,SPP1,cytokine,Positive,1,0.34
CL_0000097,mast cell,CCL6,cytokine,Unknown,1,21.52
CL_0002322,embryonic stem cell,KITLG,cytokine,Unknown,1,64.14
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL1B,cytokine,Unknown,1,0.57
CL_0000890,alternatively activated macrophage,TGFB,cytokine,Negative,1,9.82
CL_0000771,eosinophil,CCL13,cytokine,Unknown,1,83.48
CL_0000148,melanocyte,IL1B,cytokine,Negative,1,10.75
CL_0000338,neuroblast (sensu Nematoda and Protostomia),CCL2,cytokine,Positive,1,10.77
CL_0000542,lymphocyte,IL1A,cytokine,Positive,1,0.38
CL_0000236,B cell,IL18,cytokine,Positive,1,0.22
CL_0000084,T cell,TNFSF14,cytokine,Unknown,1,11.09
CL_0000449,brown fat cell,TNF,cytokine,Unknown,1,18.7
CL_0000775,neutrophil,IL12B,cytokine,Unknown,1,3.85
CL_0000700,dopaminergic neuron,TNF,cytokine,Unknown,1,9.84
CL_0000216,Sertoli cell,IL1,cytokine,Positive,1,3.43
CL_0000218,myelinating Schwann cell,CXCL14,cytokine,Unknown,1,988.83
CL_0000546,T-helper 2 cell,IL6,cytokine,Negative,1,1.16
CL_0000091,Kupffer cell,IL18,cytokine,Unknown,1,16.17
CL_0002365,medullary thymic epithelial cell,LTA,cytokine,Positive,1,742.31
CL_0000624,"CD4-positive, alpha-beta T cell",IL9,cytokine,Unknown,1,4.59
CL_0002138,endothelial cell of lymphatic vessel,IL7,cell,Positive,1,10.98
CL_0000160,goblet cell,TNF,cytokine,Unknown,1,1.99
CL_0000236,B cell,CSF2,cytokine,Negative,1,0.45
CL_0000775,neutrophil,CCL5,cytokine,Positive,1,1.37
CL_0000235,macrophage,IL17,cytokine,Negative,1,0.39
CL_0000622,acinar cell,IL1B,cytokine,Positive,1,6.29
CL_0002138,endothelial cell of lymphatic vessel,TGFB2,cytokine,Positive,1,63.7
CL_0000120,granule cell,TNF,cytokine,Positive,1,4.45
